date,datetime,cash_type,card,money,coffee_name
2024-05-02,2024-05-02 10:33:55.746,card,ANON-0000-0000-0143,27.92,Americano
2024-05-02,2024-05-02 11:29:57.080,cash,,39.0,Latte
2024-05-02,2024-05-02 13:49:39.898,card,ANON-0000-0000-0133,32.82,Americano with Milk
2024-05-02,2024-05-02 18:36:22.138,card,ANON-0000-0000-0144,37.72,Cappuccino
2024-05-02,2024-05-02 18:41:11.220,card,ANON-0000-0000-0024,32.82,Americano with Milk
2024-05-02,2024-05-02 19:18:33.084,card,ANON-0000-0000-0145,37.72,Latte
2024-05-02,2024-05-02 19:19:56.359,card,ANON-0000-0000-0145,37.72,Cappuccino
2024-05-03,2024-05-03 10:11:53.399,cash,,39.0,Latte
2024-05-03,2024-05-03 14:30:00.923,card,ANON-0000-0000-0146,37.72,Latte
2024-05-03,2024-05-03 17:03:24.905,card,ANON-0000-0000-0147,37.72,Latte
2024-05-06,2024-05-06 10:05:17.920,card,ANON-0000-0000-0148,27.92,Americano
2024-05-06,2024-05-06 10:06:51.625,card,ANON-0000-0000-0149,37.72,Cappuccino
2024-05-06,2024-05-06 10:08:05.863,card,ANON-0000-0000-0149,32.82,Americano with Milk
2024-05-06,2024-05-06 10:09:07.977,card,ANON-0000-0000-0150,27.92,Americano
2024-05-06,2024-05-06 10:39:12.641,card,ANON-0000-0000-0141,27.92,Cortado
2024-05-06,2024-05-06 11:34:20.640,cash,,29.0,Americano
2024-05-06,2024-05-06 13:18:10.990,card,ANON-0000-0000-0148,27.92,Cortado
2024-05-06,2024-05-06 13:19:00.811,card,ANON-0000-0000-0148,27.92,Americano
2024-05-06,2024-05-06 19:18:12.989,card,ANON-0000-0000-0151,37.72,Cappuccino
2024-05-06,2024-05-06 19:19:49.548,card,ANON-0000-0000-0151,37.72,Cappuccino
2024-05-07,2024-05-07 10:44:55.582,card,ANON-0000-0000-0148,37.72,Cocoa
2024-05-07,2024-05-07 11:21:58.493,card,ANON-0000-0000-0141,27.92,Cortado
2024-05-07,2024-05-07 13:23:34.943,card,ANON-0000-0000-0077,27.92,Cortado
2024-05-07,2024-05-07 16:42:07.900,card,ANON-0000-0000-0148,37.72,Cocoa
2024-05-07,2024-05-07 16:55:38.805,card,ANON-0000-0000-0152,27.92,Americano
2024-05-07,2024-05-07 17:37:46.412,card,ANON-0000-0000-0153,37.72,Cappuccino
2024-05-07,2024-05-07 17:38:48.195,card,ANON-0000-0000-0153,37.72,Latte
2024-05-07,2024-05-07 18:35:37.235,cash,,34.0,Americano with Milk
2024-05-07,2024-05-07 19:12:12.524,card,ANON-0000-0000-0154,37.72,Cappuccino
2024-05-07,2024-05-07 19:13:12.195,card,ANON-0000-0000-0154,37.72,Cappuccino
2024-05-08,2024-05-08 10:07:28.863,card,ANON-0000-0000-0001,37.72,Latte
2024-05-09,2024-05-09 12:54:21.812,card,ANON-0000-0000-0155,37.72,Cappuccino
2024-05-09,2024-05-09 13:03:58.556,card,ANON-0000-0000-0156,27.92,Americano
2024-05-09,2024-05-09 13:04:57.647,card,ANON-0000-0000-0156,37.72,Latte
2024-05-09,2024-05-09 13:06:11.261,card,ANON-0000-0000-0156,37.72,Latte
2024-05-09,2024-05-09 13:07:16.409,card,ANON-0000-0000-0156,37.72,Latte
2024-05-09,2024-05-09 16:55:14.601,card,ANON-0000-0000-0118,27.92,Americano
2024-05-09,2024-05-09 16:56:14.989,card,ANON-0000-0000-0118,27.92,Americano
2024-05-09,2024-05-09 18:01:29.895,card,ANON-0000-0000-0157,27.92,Americano
2024-05-09,2024-05-09 18:13:56.226,card,ANON-0000-0000-0143,32.82,Americano with Milk
2024-05-10,2024-05-10 10:09:21.972,cash,,39.0,Latte
2024-05-10,2024-05-10 15:46:21.511,card,ANON-0000-0000-0158,37.72,Latte
2024-05-10,2024-05-10 15:47:32.508,card,ANON-0000-0000-0158,37.72,Latte
2024-05-10,2024-05-10 16:20:15.084,cash,,34.0,Americano with Milk
2024-05-11,2024-05-11 11:39:52.878,card,ANON-0000-0000-0069,37.72,Latte
2024-05-11,2024-05-11 17:02:43.648,cash,,39.0,Latte
2024-05-11,2024-05-11 17:20:30.398,card,ANON-0000-0000-0009,32.82,Americano with Milk
2024-05-11,2024-05-11 17:21:56.117,card,ANON-0000-0000-0026,37.72,Cocoa
2024-05-11,2024-05-11 17:23:57.301,card,ANON-0000-0000-0040,37.72,Cappuccino
2024-05-11,2024-05-11 17:28:54.132,card,ANON-0000-0000-0012,32.82,Americano with Milk
2024-05-11,2024-05-11 18:35:40.257,card,ANON-0000-0000-0115,37.72,Cappuccino
2024-05-11,2024-05-11 19:38:16.096,card,ANON-0000-0000-0159,37.72,Latte
2024-05-12,2024-05-12 10:20:42.512,card,ANON-0000-0000-0001,37.72,Latte
2024-05-12,2024-05-12 13:24:03.465,card,ANON-0000-0000-0160,37.72,Latte
2024-05-12,2024-05-12 13:27:39.043,card,ANON-0000-0000-0161,27.92,Americano
2024-05-12,2024-05-12 15:16:19.815,card,ANON-0000-0000-0077,37.72,Latte
2024-05-12,2024-05-12 15:38:02.422,card,ANON-0000-0000-0162,32.82,Americano with Milk
2024-05-12,2024-05-12 15:52:14.871,card,ANON-0000-0000-0163,32.82,Americano with Milk
2024-05-12,2024-05-12 16:04:21.133,card,ANON-0000-0000-0012,32.82,Americano with Milk
2024-05-12,2024-05-12 19:41:30.569,card,ANON-0000-0000-0009,32.82,Americano with Milk
2024-05-13,2024-05-13 11:03:53.348,card,ANON-0000-0000-0164,32.82,Americano with Milk
2024-05-13,2024-05-13 15:31:10.763,cash,,29.0,Americano
2024-05-13,2024-05-13 15:31:50.907,cash,,29.0,Americano
2024-05-14,2024-05-14 08:38:14.581,card,ANON-0000-0000-0012,27.92,Americano
2024-05-14,2024-05-14 08:39:25.455,card,ANON-0000-0000-0012,27.92,Americano
2024-05-14,2024-05-14 08:40:17.484,card,ANON-0000-0000-0012,27.92,Americano
2024-05-14,2024-05-14 10:19:23.174,card,ANON-0000-0000-0012,37.72,Cappuccino
2024-05-14,2024-05-14 11:32:29.372,card,ANON-0000-0000-0165,37.72,Latte
2024-05-14,2024-05-14 11:34:12.851,card,ANON-0000-0000-0165,37.72,Cappuccino
2024-05-14,2024-05-14 14:04:54.580,card,ANON-0000-0000-0025,37.72,Cappuccino
2024-05-14,2024-05-14 14:06:00.378,card,ANON-0000-0000-0009,32.82,Americano with Milk
2024-05-14,2024-05-14 15:01:54.785,card,ANON-0000-0000-0040,27.92,Americano
2024-05-14,2024-05-14 16:57:57.224,card,ANON-0000-0000-0166,32.82,Americano with Milk
2024-05-14,2024-05-14 16:59:10.194,card,ANON-0000-0000-0166,37.72,Cappuccino
2024-05-14,2024-05-14 22:51:25.227,card,ANON-0000-0000-0167,37.72,Hot Chocolate
2024-05-15,2024-05-15 08:40:05.661,card,ANON-0000-0000-0168,37.72,Latte
2024-05-15,2024-05-15 11:14:19.353,card,ANON-0000-0000-0012,23.02,Espresso
2024-05-15,2024-05-15 11:19:10.049,card,ANON-0000-0000-0012,27.92,Americano
2024-05-15,2024-05-15 13:34:35.102,card,ANON-0000-0000-0003,27.92,Americano
2024-05-15,2024-05-15 13:35:29.171,card,ANON-0000-0000-0003,27.92,Americano
2024-05-15,2024-05-15 13:36:27.339,card,ANON-0000-0000-0003,27.92,Americano
2024-05-15,2024-05-15 13:55:28.999,card,ANON-0000-0000-0164,32.82,Americano with Milk
2024-05-15,2024-05-15 14:38:10.847,cash,,29.0,Americano
2024-05-15,2024-05-15 14:38:52.347,card,ANON-0000-0000-0169,27.92,Cortado
2024-05-15,2024-05-15 14:39:44.367,card,ANON-0000-0000-0012,27.92,Cortado
2024-05-15,2024-05-15 17:28:58.620,card,ANON-0000-0000-0170,23.02,Espresso
2024-05-15,2024-05-15 20:20:34.769,card,ANON-0000-0000-0171,37.72,Cappuccino
2024-05-16,2024-05-16 10:38:42.458,card,ANON-0000-0000-0097,32.82,Americano with Milk
2024-05-16,2024-05-16 10:39:49.431,card,ANON-0000-0000-0172,32.82,Americano with Milk
2024-05-16,2024-05-16 11:42:50.285,cash,,39.0,Latte
2024-05-16,2024-05-16 11:44:20.811,cash,,39.0,Cappuccino
2024-05-16,2024-05-16 12:14:00.097,card,ANON-0000-0000-0173,32.82,Americano with Milk
2024-05-16,2024-05-16 15:15:16.315,card,ANON-0000-0000-0174,37.72,Hot Chocolate
2024-05-16,2024-05-16 17:44:31.548,card,ANON-0000-0000-0069,37.72,Latte
2024-05-16,2024-05-16 18:12:56.934,card,ANON-0000-0000-0175,37.72,Hot Chocolate
